"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","geodeticDatum","class","countryCode","country","identifier","recordedBy","catalogNumber","institutionCode","county","locality","fieldNumber","collectionCode","gbifID","occurrenceID","identifiedBy","coordinateUncertaintyInMeters","references","rightsHolder","http://unknown.org/nick","verbatimEventDate","datasetName","verbatimLocality","taxonID","http://unknown.org/occurrenceDetails","rights","eventTime","occurrenceRemarks","identificationID","informationWithheld","endDayOfYear","municipality","identificationVerificationStatus","language","type","vernacularName","taxonConceptID","startDayOfYear","datasetID","accessRights","higherClassification","sex","behavior","habitat","associatedReferences","locationID","fieldNotes","dynamicProperties","footprintWKT","lifeStage","elevationAccuracy","samplingProtocol","eventID","originalNameUsage","nameAccordingTo","dataGeneralizations","identificationRemarks","coordinatePrecision","projectId","nomenclaturalCode","georeferenceRemarks","eventRemarks","parentEventID","locationRemarks","institutionID","ownerInstitutionCode","organismQuantityType","http://rs.tdwg.org/dwc/terms/organismQuantity","preparations","http://rs.tdwg.org/dwc/terms/organismQuantityType","collectionID","verbatimSRS","verbatimCoordinateSystem","locationAccordingTo","infraspecificEpithet","identificationQualifier","http://unknown.org/georeferenceRemarks","georeferenceVerificationStatus","http://unknown.org/recordId","http://unknown.org/recordEnteredBy","verbatimElevation","georeferenceSources","networkKeys","georeferencedDate","higherGeography","georeferencedBy","georeferenceProtocol","organismID","previousIdentifications","http://unknown.org/license","organismRemarks","http://unknown.org/rightsHolder"
"2885","Aeshna juncea",9.962368,54.332741,"cdround,gass84","gbif","1913731212","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:47.445+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,9,2018-09-09,NA,"2020-09-02T07:22:47.445+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"-894478796","-183953124","naturgucker",NA,"Flemhuder See",NA,"naturgucker","1913731212",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","Aeshna juncea",8.740654,53.689999,"cdround,gass84","gbif","1913731226","Aeshna juncea Linnaeus, 1758","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-08-27T00:15:12.080+0000","2020-09-02T07:22:57.686+0000",138,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,18,2018-09-18,NA,"2020-09-02T07:22:57.686+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","DE","Germany",NA,"1899762913","-1605313844","naturgucker",NA,"Ahlenmoor / Neuenwalde",NA,"naturgucker","1913731226",NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895","Aeshna juncea",11.453064,46.177932,"cdround,gass84","gbif","1914315425","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:38:33.343+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Trentino-Alto Adige",2018,9,6,2018-09-06,"2018-09-29T10:11:11.000+0000","2020-09-27T12:38:33.343+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","IT","Italy","16321638","andrea pontalti","16321638","iNaturalist",NA,NA,NA,"Observations","1914315425","https://www.inaturalist.org/observations/16321638","Giacomo Assandri",11,"https://www.inaturalist.org/observations/16321638","andrea pontalti","andreapontalti","2018-09-06","iNaturalist research-grade observations","38030 Castello-molina di Fiemme TN, Italia","93434","https://www.inaturalist.org/observations/16321638","© andrea pontalti some rights reserved",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2978","Aeshna juncea",6.789504,45.966695,"cdround,gass84","gbif","2013684784","Aeshna juncea Linnaeus, 1758","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-09-27T11:06:32.992+0000","2020-09-27T12:59:37.273+0000",233,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Rhône-Alpes",2018,9,5,2018-09-05,"2019-03-11T21:46:23.000+0000","2020-09-27T12:59:37.273+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","16231834","florianwolf","16231834","iNaturalist",NA,NA,NA,"Observations","2013684784","https://www.inaturalist.org/observations/16231834","Benoit NABHOLZ",8,"https://www.inaturalist.org/observations/16231834","florianwolf","florianwolf","2018-09-05 3:52:34 PM MESZ","iNaturalist research-grade observations","Haute-Savoie, Rhône-Alpes, FR","93434","https://www.inaturalist.org/observations/16231834","© florianwolf some rights reserved","13:52:34Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3007","Aeshna juncea",6.83727,45.34091,"gass84","gbif","2477842296","Aeshna juncea Linnaeus, 1758","743071a4-0900-4f6a-8571-28ff62a1d9fa","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:41:38.511+0000","2020-09-01T15:10:02.868+0000",88,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED","2018-09-27T00:00:00",NA,NA,NA,2018,9,16,2018-09-16,"2019-06-12T00:00:00.000+0000","2020-09-01T15:10:02.868+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","76DE8685-A792-7313-E053-2614A8C00CF3","BIRARD Julien (Non renseigné)",NA,"CardObs - UMS PatriNat","73",NA,NA,NA,"2477842296","76DE8685-A792-7313-E053-2614A8C00CF3","BIRARD Julien (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"73290|Val-Cenis","Probable, high degree of reliability",NA,NA,NA,NA,NA,"4A9DDA1F-B849-3E13-E053-2614A8C02B7C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (6.83726953868586 45.3409148050485)",NA,NA,NA,"76DE8685-A792-7313-E053-2614A8C00CF3","Aeshna juncea","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3039","Aeshna juncea",-0.4951,42.96413,"gass84","gbif","2580654190","Aeshna juncea Linnaeus, 1758","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:26:29.604+0000","2020-09-01T14:38:08.944+0000",82,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,25,2018-09-25,"2020-01-27T00:00:00.000+0000","2020-09-01T14:38:08.944+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","2679e064-f107-11e9-a0dc-005056010096","CHASSERIAUD Gautier (PNP)",NA,"PNP","64",NA,NA,NA,"2580654190","2679e064-f107-11e9-a0dc-005056010096","Non renseigné (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"64006|Accous","Probable, high degree of reliability",NA,NA,NA,NA,NA,"630EA612-B3CB-42E2-E053-2614A8C0CF63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-0.49509977 42.96413179)",NA,NA,NA,"2679e064-f107-11e9-a0dc-005056010096","Aeshna juncea (Linnaeus, 1758)","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040","Aeshna juncea",-0.49516,42.96319,"gass84","gbif","2580655779","Aeshna juncea Linnaeus, 1758","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:26:29.604+0000","2020-09-01T14:38:12.137+0000",82,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,25,2018-09-25,"2020-01-27T00:00:00.000+0000","2020-09-01T14:38:12.137+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","2693a1fc-f107-11e9-a0dc-005056010096","CHASSERIAUD Gautier (PNP)",NA,"PNP","64",NA,NA,NA,"2580655779","2693a1fc-f107-11e9-a0dc-005056010096","Non renseigné (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"64006|Accous","Probable, high degree of reliability",NA,NA,NA,NA,NA,"630EA612-B3CB-42E2-E053-2614A8C0CF63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-0.49516252 42.96318906)",NA,NA,NA,"2693a1fc-f107-11e9-a0dc-005056010096","Aeshna juncea (Linnaeus, 1758)","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041","Aeshna juncea",-0.49562,42.9635,"gass84","gbif","2580672810","Aeshna juncea Linnaeus, 1758","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:26:29.604+0000","2020-09-01T14:38:12.151+0000",82,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,25,2018-09-25,"2020-01-27T00:00:00.000+0000","2020-09-01T14:38:12.151+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","268a3cd4-f107-11e9-a0dc-005056010096","CHASSERIAUD Gautier (PNP)",NA,"PNP","64",NA,NA,NA,"2580672810","268a3cd4-f107-11e9-a0dc-005056010096","Non renseigné (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"64006|Accous","Probable, high degree of reliability",NA,NA,NA,NA,NA,"630EA612-B3CB-42E2-E053-2614A8C0CF63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-0.49562193 42.96349687)",NA,NA,NA,"268a3cd4-f107-11e9-a0dc-005056010096","Aeshna juncea (Linnaeus, 1758)","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042","Aeshna juncea",-0.49394,42.96082,"gass84","gbif","2580684255","Aeshna juncea Linnaeus, 1758","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:26:29.604+0000","2020-09-01T14:38:11.414+0000",82,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,25,2018-09-25,"2020-01-27T00:00:00.000+0000","2020-09-01T14:38:11.414+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","267f8366-f107-11e9-a0dc-005056010096","CHASSERIAUD Gautier (PNP)",NA,"PNP","64",NA,NA,NA,"2580684255","267f8366-f107-11e9-a0dc-005056010096","Non renseigné (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"64006|Accous","Probable, high degree of reliability",NA,NA,NA,NA,NA,"630EA612-B3CB-42E2-E053-2614A8C0CF63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-0.49393902 42.96081841)",NA,NA,NA,"267f8366-f107-11e9-a0dc-005056010096","Aeshna juncea (Linnaeus, 1758)","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3043","Aeshna juncea",-0.49385,42.96073,"gass84","gbif","2580697272","Aeshna juncea Linnaeus, 1758","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:26:29.604+0000","2020-09-01T14:38:11.514+0000",82,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,25,2018-09-25,"2020-01-27T00:00:00.000+0000","2020-09-01T14:38:11.514+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","2681dae4-f107-11e9-a0dc-005056010096","CHASSERIAUD Gautier (PNP)",NA,"PNP","64",NA,NA,NA,"2580697272","2681dae4-f107-11e9-a0dc-005056010096","Non renseigné (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"64006|Accous","Probable, high degree of reliability",NA,NA,NA,NA,NA,"630EA612-B3CB-42E2-E053-2614A8C0CF63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-0.49385456 42.96073229)",NA,NA,NA,"2681dae4-f107-11e9-a0dc-005056010096","Aeshna juncea (Linnaeus, 1758)","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3044","Aeshna juncea",-0.4951,42.96413,"gass84","gbif","2580805910","Aeshna juncea Linnaeus, 1758","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:26:29.604+0000","2020-09-01T14:38:10.029+0000",82,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,25,2018-09-25,"2020-01-27T00:00:00.000+0000","2020-09-01T14:38:10.029+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","26913304-f107-11e9-a0dc-005056010096","CHASSERIAUD Gautier (PNP)",NA,"PNP","64",NA,NA,NA,"2580805910","26913304-f107-11e9-a0dc-005056010096","Non renseigné (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"64006|Accous","Probable, high degree of reliability",NA,NA,NA,NA,NA,"630EA612-B3CB-42E2-E053-2614A8C0CF63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-0.49509977 42.96413179)",NA,NA,NA,"26913304-f107-11e9-a0dc-005056010096","Aeshna juncea (Linnaeus, 1758)","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045","Aeshna juncea",-0.49385,42.96073,"gass84","gbif","2580818094","Aeshna juncea Linnaeus, 1758","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:26:29.604+0000","2020-09-01T14:38:08.945+0000",82,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,25,2018-09-25,"2020-01-27T00:00:00.000+0000","2020-09-01T14:38:08.945+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","268669ce-f107-11e9-a0dc-005056010096","CHASSERIAUD Gautier (PNP)",NA,"PNP","64",NA,NA,NA,"2580818094","268669ce-f107-11e9-a0dc-005056010096","Non renseigné (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"64006|Accous","Probable, high degree of reliability",NA,NA,NA,NA,NA,"630EA612-B3CB-42E2-E053-2614A8C0CF63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-0.49385456 42.96073229)",NA,NA,NA,"268669ce-f107-11e9-a0dc-005056010096","Aeshna juncea (Linnaeus, 1758)","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3046","Aeshna juncea",-0.48945,42.9674,"gass84","gbif","2580819099","Aeshna juncea Linnaeus, 1758","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:26:29.604+0000","2020-09-01T14:38:08.953+0000",82,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,25,2018-09-25,"2020-01-27T00:00:00.000+0000","2020-09-01T14:38:08.953+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","2696f74e-f107-11e9-a0dc-005056010096","CHASSERIAUD Gautier (PNP)",NA,"PNP","64",NA,NA,NA,"2580819099","2696f74e-f107-11e9-a0dc-005056010096","Non renseigné (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"64320|Laruns","Probable, high degree of reliability",NA,NA,NA,NA,NA,"630EA612-B3CB-42E2-E053-2614A8C0CF63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-0.48945285 42.96740193)",NA,NA,NA,"2696f74e-f107-11e9-a0dc-005056010096","Aeshna juncea (Linnaeus, 1758)","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3047","Aeshna juncea",-0.48945,42.9674,"gass84","gbif","2580911635","Aeshna juncea Linnaeus, 1758","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:26:29.604+0000","2020-09-01T14:38:12.140+0000",82,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,25,2018-09-25,"2020-01-27T00:00:00.000+0000","2020-09-01T14:38:12.140+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","269d0b84-f107-11e9-a0dc-005056010096","CHASSERIAUD Gautier (PNP)",NA,"PNP","64",NA,NA,NA,"2580911635","269d0b84-f107-11e9-a0dc-005056010096","Non renseigné (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"64320|Laruns","Probable, high degree of reliability",NA,NA,NA,NA,NA,"630EA612-B3CB-42E2-E053-2614A8C0CF63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-0.48945285 42.96740193)",NA,NA,NA,"269d0b84-f107-11e9-a0dc-005056010096","Aeshna juncea (Linnaeus, 1758)","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048","Aeshna juncea",-0.65212,42.88925,"gass84","gbif","2580932051","Aeshna juncea Linnaeus, 1758","c6d289cc-62ee-46e1-9367-515092eed533","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","07ea29ef-e386-4278-ae0f-095778a1b061","FR","DWC_ARCHIVE","2020-09-01T09:26:29.604+0000","2020-09-01T14:38:11.514+0000",82,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,NA,2018,9,20,2018-09-20,"2020-01-27T00:00:00.000+0000","2020-09-01T14:38:11.514+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Insecta","FR","France","268d9ac8-f107-11e9-a0dc-005056010096","CHASSERIAUD Gautier &amp, BAUWIN JEREMY (PNP)",NA,"PNP","64",NA,NA,NA,"2580932051","268d9ac8-f107-11e9-a0dc-005056010096","Non renseigné (Non renseigné)",10,NA,NA,NA,NA,NA,NA,"65425",NA,NA,NA,NA,NA,NA,NA,"64336|Lescun","Probable, high degree of reliability",NA,NA,NA,NA,NA,"630EA612-B3CB-42E2-E053-2614A8C0CF63",NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-0.65211791 42.88924829)",NA,NA,NA,"268d9ac8-f107-11e9-a0dc-005056010096","Aeshna juncea (Linnaeus, 1758)","TAXREF v12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f2c0cbe-40df-43f6-ba07-e76133e78c31",NA,NA,NA,NA,NA,NA,NA,NA,NA
